,Real,PointPre,Quant0.05,Quant0.15,Quant0.25,Quant0.35,Quant0.45,Quant0.55,Quant0.65,Quant0.75,Quant0.85,Quant0.95
0,759.779,797.7182033955798,767.3515130635167,780.2045833354091,796.2421065182536,793.8884358643268,793.283351687916,814.1901239159206,818.2059004738057,829.3741299814094,846.1116271323019,843.1480193581266
1,746.699,793.518054470729,757.8826455843769,777.3386000094885,794.9603093614988,793.8884358643268,791.2927060126666,797.9906923261724,808.5540761869111,805.0516023067507,808.9886399400941,821.9161276992755
2,747.828,797.1098368981883,751.6797023402028,782.5304307982645,792.3303360897763,793.1665896719667,801.6543532965782,805.1775794031723,807.1237523269956,806.4648415825372,804.8265885739081,814.0394093516917
3,765.047,814.9321034057783,770.296546964878,800.7509456233204,804.3192335121023,803.5021857752317,807.8704600114112,830.6124175336615,831.9594947336004,844.7489259645138,854.5191629689307,865.5949283793831
4,826.459,872.9067730453564,812.163027539434,847.5354819015824,873.9278744490556,883.1034478525091,891.2455907755742,889.3659440491622,907.3381841907151,902.7978283175713,913.5118421969854,895.9124127640038
5,944.0360000000001,977.3716729639252,876.1621122521627,913.0951186522394,922.7544002741923,954.3637997207775,976.1837798001362,992.8012019334412,1025.7194859124406,1025.4077787024435,1030.7386456422346,1038.4453414212687
6,1013.319,1026.6284439982148,921.5681553456562,961.8842887188688,984.7204224518783,994.6130941332746,1038.9859795037066,1057.8228027337911,1076.4491154695797,1101.044760911278,1110.1328559268886,1121.1342163088573
7,1020.548,1067.4473890988995,954.1398480098296,991.9786106368009,1040.8533355360994,1053.085822120137,1073.7784601733729,1073.1074256479787,1088.5452541115949,1122.9837517413746,1115.2174664582021,1134.9940770131436
8,1018.962,1053.897556864915,957.2975067372539,996.7331540730568,1025.3135194790095,1026.7821116537568,1046.4168207461432,1053.0107968287055,1061.2520287227767,1087.302564802518,1082.83483976142,1114.470590757812
9,1021.388,1042.7959790771074,964.4319560954269,991.9404097989993,1023.7146471446127,1026.1974633624638,1041.8837345623829,1046.4133294480775,1055.6735906948693,1077.3383094759022,1085.164517206053,1100.1185738249712
