3910.117,1,14,3,14,31,11,3910.117,3952.945825,-42.82882545
3892.408,1,14,3,15,33,12,3892.408,3941.041554,-48.63355428
3932.131,1,14,3,16,33,12,3932.131,3969.585787,-37.45478672
4130.88,1,14,3,17,31,12,4130.88,4100.176026,30.70397419
4442.666,1,14,3,18,29,13,4442.666,4409.57766,33.08834046
4448.101,1,14,3,19,28,14,4448.101,4430.865566,17.23543396
4327.938,1,14,3,20,28,16,4327.938,4364.600564,-36.66256413
4171.253,1,14,3,21,27,16,4171.253,4269.96484,-98.71184022
3885.303,1,14,3,22,26,17,3885.303,4031.792342,-146.4893421
3528.139,1,14,3,23,29,19,3528.139,3692.779419,-164.6404191
3203.204,1,14,3,24,29,20,3203.204,3414.812977,-211.608977
2985.789,1,15,4,1,30,19,2985.789,3042.828221,-57.03922073
2878.815,1,15,4,2,30,20,2878.815,2976.217171,-97.40217129
2832.398,1,15,4,3,29,21,2832.398,2935.990983,-103.5929827
2843.9,1,15,4,4,25,20,2843.9,3011.78779,-167.8877904
2936.898,1,15,4,5,24,20,2936.898,3066.889162,-129.9911619
3194.051,1,15,4,6,27,22,3194.051,3336.09806,-142.0470599
3647.965,1,15,4,7,27,20,3647.965,3857.509297,-209.5442973
3904.821,1,15,4,8,28,20,3904.821,4056.625218,-151.8042177
3906.383,1,15,4,9,28,21,3906.383,4080.402942,-174.0199422
3842.539,1,15,4,10,30,21,3842.539,4059.82407,-217.2850701
3825.007,1,15,4,11,33,22,3825.007,4014.701818,-189.6948177
3776.423,1,15,4,12,36,23,3776.423,3883.357126,-106.9341256
3701.356,1,15,4,13,38,24,3701.356,3861.775789,-160.4197893
3655.663,1,15,4,14,39,25,3655.663,3877.578161,-221.9151609
3634.92,1,15,4,15,41,26,3634.92,3793.511893,-158.5918932
3644.398,1,15,4,16,41,27,3644.398,3825.126335,-180.7283351
3810.999,1,15,4,17,40,27,3810.999,3979.888912,-168.8899124
4044.011,1,15,4,18,39,27,4044.011,4160.89687,-116.8858698
3999.498,1,15,4,19,38,26,3999.498,4161.066909,-161.5689094
3870.166,1,15,4,20,36,25,3870.166,4156.102456,-285.9364564
3729.825,1,15,4,21,36,26,3729.825,4068.774252,-338.9492524
3523.666,1,15,4,22,36,28,3523.666,3794.104554,-270.4385535
3254.126,1,15,4,23,37,29,3254.126,3448.313483,-194.1874835
2979.699,1,15,4,24,36,28,2979.699,3115.362925,-135.6639252
2769.513,1,16,5,1,36,28,2769.513,2784.650174,-15.13717415
2646.217,1,16,5,2,36,31,2646.217,2718.688563,-72.47156333
2587.361,1,16,5,3,35,32,2587.361,2700.975034,-113.6140345
2567.654,1,16,5,4,34,32,2567.654,2706.778114,-139.1241145
2593.601,1,16,5,5,34,33,2593.601,2733.055131,-139.454131
2690.47,1,16,5,6,35,33,2690.47,2815.330407,-124.8604066
2860.388,1,16,5,7,35,33,2860.388,3197.622627,-337.2346268
3053.296,1,16,5,8,35,33,3053.296,3500.478154,-447.1821542
3292.645,1,16,5,9,35,33,3292.645,3581.126141,-288.4811411
3485.859,1,16,5,10,37,35,3485.859,3534.625752,-48.76675218
3556.912,1,16,5,11,38,36,3556.912,3574.71313,-17.80113017
3527.529,1,16,5,12,39,37,3527.529,3517.618772,9.910228231
3457.566,1,16,5,13,40,37,3457.566,3446.453589,11.11241129
3373.596,1,16,5,14,41,37,3373.596,3376.845605,-3.249604912
3304.557,1,16,5,15,42,38,3304.557,3385.819413,-81.26241336
3305.831,1,16,5,16,42,38,3305.831,3387.247755,-81.41675523
3501.299,1,16,5,17,42,38,3501.299,3554.573023,-53.27402325
3733.506,1,16,5,18,39,36,3733.506,3779.856852,-46.35085242
3697.842,1,16,5,19,41,36,3697.842,3685.103517,12.73848341
3576.237,1,16,5,20,40,35,3576.237,3654.855789,-78.61878854
3476.905,1,16,5,21,41,32,3476.905,3536.940935,-60.03593513
3308.609,1,16,5,22,41,30,3308.609,3369.009889,-60.4008894
3097.746,1,16,5,23,40,28,3097.746,3078.514754,19.23124622
2874.888,1,16,5,24,38,30,2874.888,2857.510224,17.37777595
2688.729,1,17,6,1,38,28,2688.729,2670.388555,18.34044549
2565.968,1,17,6,2,37,26,2565.968,2575.34841,-9.380409739
2507.878,1,17,6,3,36,24,2507.878,2504.235989,3.642011066
2497.529,1,17,6,4,35,21,2497.529,2511.578703,-14.049703
2526.096,1,17,6,5,34,22,2526.096,2593.78717,-67.69116984
2613.291,1,17,6,6,33,19,2613.291,2682.893702,-69.60270187
2755.738,1,17,6,7,31,18,2755.738,2836.533039,-80.79503945
2915.991,1,17,6,8,30,18,2915.991,2988.36405,-72.37305036
3146.789,1,17,6,9,30,19,3146.789,3179.665931,-32.87693059
3360.058,1,17,6,10,32,19,3360.058,3422.697946,-62.63994554
3496.343,1,17,6,11,33,19,3496.343,3517.710455,-21.36745467
3573.548,1,17,6,12,34,19,3573.548,3504.631282,68.91671758
3608.955,1,17,6,13,34,20,3608.955,3417.406726,191.5482738
3610.309,1,17,6,14,34,21,3610.309,3400.960223,209.3487772
3606.494,1,17,6,15,34,20,3606.494,3301.884013,304.6099873
3641.288,1,17,6,16,34,21,3641.288,3301.884013,339.4039873
3813.925,1,17,6,17,33,22,3813.925,3577.026757,236.8982427
4034.526,1,17,6,18,33,19,4034.526,3831.854201,202.6717986
4008.935,1,17,6,19,32,19,4008.935,3830.413744,178.5212558
3882.174,1,17,6,20,32,19,3882.174,3732.95428,149.2197203
3762.866,1,17,6,21,31,18,3762.866,3670.371328,92.49467231
3562.399,1,17,6,22,31,19,3562.399,3447.191496,115.2075043
3318.929,1,17,6,23,30,21,3318.929,3262.397571,56.53142925
3071.47,1,17,6,24,30,21,3071.47,3073.383111,-1.913110984
2893.837,1,18,0,1,29,22,2893.837,2790.164317,103.6726832
2784.306,1,18,0,2,29,23,2784.306,2643.760085,140.5459154
2737.558,1,18,0,3,29,23,2737.558,2610.304346,127.253654
2745.625,1,18,0,4,29,23,2745.625,2610.304346,135.320654
2832.718,1,18,0,5,28,23,2832.718,2730.370924,102.3470762
3063.267,1,18,0,6,26,20,3063.267,3001.248114,62.01888646
3404.129,1,18,0,7,22,10,3404.129,3384.828778,19.30022181
3686.913,1,18,0,8,22,7,3686.913,3664.064016,22.84898381
3883.836,1,18,0,9,22,5,3883.836,3933.307629,-49.47162854
3980.209,1,18,0,10,21,4,3980.209,4030.485004,-50.27600386
4026.092,1,18,0,11,23,6,4026.092,4073.51985,-47.4278505
4041.956,1,18,0,12,25,5,4041.956,4097.658874,-55.70287433
4018.599,1,18,0,13,26,4,4018.599,4079.60367,-61.00467032
4029.55,1,18,0,14,26,0,4029.55,4079.60367,-50.05367032
4023.27,1,18,0,15,26,6,4023.27,4062.880332,-39.61033194
4074.819,1,18,0,16,26,6,4074.819,4060.686325,14.13267524
4279.931,1,18,0,17,21,11,4279.931,4225.152173,54.77882716
4609.307,1,18,0,18,21,10,4609.307,4408.391887,200.9151135
4638.034,1,18,0,19,21,7,4638.034,4330.855184,307.1788159
4573.644,1,18,0,20,21,3,4573.644,4245.778763,327.8652374
4425.791,1,18,0,21,21,-1,4425.791,4213.024686,212.7663142
4153.319,1,18,0,22,21,0,4153.319,4009.695633,143.6233666
3811.251,1,18,0,23,20,2,3811.251,3739.318117,71.93288285
3510.368,1,18,0,24,19,4,3510.368,3432.57798,77.79002042
3323.594,1,19,1,1,19,3,3323.594,3106.390237,217.2037635
3228.51,1,19,1,2,19,2,3228.51,3079.708085,148.8019147
3195.566,1,19,1,3,18,-2,3195.566,3061.915697,133.6503032
3205.061,1,19,1,4,18,-3,3205.061,3061.915697,143.1453032
3303.791,1,19,1,5,18,-3,3303.791,3167.695185,136.0958152
3588.647,1,19,1,6,17,-2,3588.647,3422.002137,166.6448634
4083.503,1,19,1,7,17,-1,4083.503,3785.862928,297.6400717
4330.647,1,19,1,8,17,0,4330.647,4022.157028,308.4899717
4306.109,1,19,1,9,18,1,4306.109,4155.065732,151.0432678
4237.352,1,19,1,10,20,2,4237.352,4158.185465,79.16653467
4190.295,1,19,1,11,22,1,4190.295,4145.891951,44.40304926
4147.926,1,19,1,12,23,1,4147.926,4140.210737,7.715262642
4107.326,1,19,1,13,25,2,4107.326,4101.672236,5.653764126
4105.799,1,19,1,14,27,2,4105.799,4090.417707,15.3812931
4124.463,1,19,1,15,25,1,4124.463,4101.672236,22.79076413
4173.296,1,19,1,16,24,3,4173.296,4155.997725,17.29827515
4336.511,1,19,1,17,25,5,4336.511,4332.813759,3.697241332
4657.086,1,19,1,18,24,6,4657.086,4509.130281,147.9557189
4697.412,1,19,1,19,23,7,4697.412,4488.764517,208.6474833
4628.314,1,19,1,20,24,8,4628.314,4471.347276,156.9667235
4461.369,1,19,1,21,25,10,4461.369,4359.86853,101.5004704
4147.979,1,19,1,22,26,12,4147.979,4077.252135,70.7268654
3772.501,1,19,1,23,26,13,3772.501,3795.504894,-23.00389364
3441.131,1,19,1,24,25,12,3441.131,3538.306473,-97.17547294
3243.275,1,20,2,1,24,11,3243.275,3256.836291,-13.56129146
3141.933,1,20,2,2,24,11,3141.933,3148.042247,-6.109246817
3087.489,1,20,2,3,23,10,3087.489,3176.167587,-88.67858734
3080.841,1,20,2,4,22,9,3080.841,3173.107195,-92.26619537
3170.41,1,20,2,5,21,7,3170.41,3266.509428,-96.09942802
3454.22,1,20,2,6,21,6,3454.22,3584.521794,-130.3017937
3942.21,1,20,2,7,21,7,3942.21,4006.321095,-64.11109524
4192.341,1,20,2,8,21,7,4192.341,4164.841751,27.49924898
4159.075,1,20,2,9,21,8,4159.075,4222.337089,-63.26208899
4076.241,1,20,2,10,24,10,4076.241,4229.769416,-153.5284164
4003.496,1,20,2,11,27,10,4003.496,4142.13054,-138.6345396
3938.4,1,20,2,12,30,10,3938.4,4113.30724,-174.9072398
3864.92,1,20,2,13,31,10,3864.92,4061.252175,-196.3321748
3836.781,1,20,2,14,34,10,3836.781,4056.535263,-219.7542632
3832.079,1,20,2,15,34,9,3832.079,4056.535263,-224.4562632
3881.507,1,20,2,16,34,9,3881.507,4103.738996,-222.2319956
4079.937,1,20,2,17,32,9,4079.937,4221.957683,-142.0206834
4424.604,1,20,2,18,30,9,4424.604,4472.505136,-47.90113612
4459.623,1,20,2,19,28,8,4459.623,4511.630748,-52.00774799
4359.103,1,20,2,20,27,8,4359.103,4437.225076,-78.12207612
4209.998,1,20,2,21,27,9,4209.998,4363.987987,-153.9899866
3932.922,1,20,2,22,27,9,3932.922,4099.162586,-166.2405856
3584.594,1,20,2,23,26,10,3584.594,3727.819856,-143.2258563
3279.488,1,20,2,24,25,10,3279.488,3447.327656,-167.839656
3083.816,1,21,3,1,24,10,3083.816,3164.200869,-80.38486945
2993.46,1,21,3,2,24,11,2993.46,3110.9613,-117.5013003
2960.145,1,21,3,3,23,11,2960.145,3081.128683,-120.9836829
2971.439,1,21,3,4,21,11,2971.439,3086.602466,-115.1634657
3069.529,1,21,3,5,22,11,3069.529,3100.422191,-30.89319107
3353.628,1,21,3,6,22,11,3353.628,3401.892874,-48.26487396
3858.371,1,21,3,7,20,11,3858.371,3971.960059,-113.589059
4119.14,1,21,3,8,19,10,4119.14,4125.714154,-6.574154475
4090.43,1,21,3,9,20,10,4090.43,4131.261169,-40.83116884
4013.181,1,21,3,10,25,11,4013.181,4090.731556,-77.55055639
3962.654,1,21,3,11,27,11,3962.654,4063.579478,-100.9254776
3904.466,1,21,3,12,30,10,3904.466,4049.742138,-145.2761385
3844.118,1,21,3,13,32,9,3844.118,3930.298495,-86.18049517
3814.399,1,21,3,14,33,8,3814.399,3930.11844,-115.7194397
3788.532,1,21,3,15,34,8,3788.532,3934.972618,-146.4406183
3832,1,21,3,16,33,8,3832,3974.458792,-142.4587917
4022.934,1,21,3,17,32,8,4022.934,4108.93066,-85.99666002
4394.57,1,21,3,18,29,9,4394.57,4382.106478,12.4635219
4457.893,1,21,3,19,28,9,4457.893,4400.331836,57.56116358
4382.645,1,21,3,20,27,7,4382.645,4368.179151,14.46584911
4247.222,1,21,3,21,26,7,4247.222,4282.936728,-35.71472779
3997.764,1,21,3,22,24,8,3997.764,4047.895452,-50.13145238
3669.227,1,21,3,23,23,7,3669.227,3696.12014,-26.89314013
3372.903,1,21,3,24,22,6,3372.903,3316.795614,56.10738604
3198.871,1,22,4,1,20,4,3198.871,3175.654812,23.21618789
3112.627,1,22,4,2,20,3,3112.627,3104.900212,7.726787966
3095.457,1,22,4,3,19,3,3095.457,3086.895924,8.561076307
3120.443,1,22,4,4,17,4,3120.443,3191.296953,-70.8539532
3221.232,1,22,4,5,17,4,3221.232,3220.425596,0.806404355
3497.474,1,22,4,6,15,4,3497.474,3532.271168,-34.79716794
3985.751,1,22,4,7,14,4,3985.751,4045.88891,-60.13790968
4248.634,1,22,4,8,15,4,4248.634,4271.302092,-22.668092
4234.8,1,22,4,9,17,4,4234.8,4213.327901,21.47209925
4160.545,1,22,4,10,20,4,4160.545,4128.869263,31.6757367
4118.832,1,22,4,11,24,4,4118.832,4111.369363,7.46263699
4078.031,1,22,4,12,27,4,4078.031,4087.575076,-9.544076024
3983.988,1,22,4,13,29,4,3983.988,4025.911613,-41.92361277
4000.53,1,22,4,14,30,4,4000.53,4021.322199,-20.79219895
4020.601,1,22,4,15,30,5,4020.601,4021.322199,-0.721198955
4034.307,1,22,4,16,30,6,4034.307,4014.042453,20.26454705
4184.032,1,22,4,17,29,6,4184.032,4111.442084,72.58991568
4401.731,1,22,4,18,28,7,4401.731,4385.994313,15.73668669
4385.985,1,22,4,19,27,7,4385.985,4412.553223,-26.56822327
4256.692,1,22,4,20,28,7,4256.692,4380.400538,-123.7085377
4115.154,1,22,4,21,27,8,4115.154,4380.400538,-265.2465377
3905.183,1,22,4,22,27,8,3905.183,4057.367363,-152.1843625
3639.972,1,22,4,23,26,8,3639.972,3756.34558,-116.3735805
3362.654,1,22,4,24,26,7,3362.654,3420.010089,-57.35608855
3148.149,1,23,5,1,25,7,3148.149,3103.868003,44.28099669
3027.681,1,23,5,2,25,7,3027.681,3083.381212,-55.70021152
2965.793,1,23,5,3,24,7,2965.793,3031.945137,-66.15213654
2943.619,1,23,5,4,24,7,2943.619,3040.56901,-96.95000963
2970.762,1,23,5,5,23,7,2970.762,3045.958841,-75.19684083
3079.506,1,23,5,6,23,7,3079.506,3309.890623,-230.3846234
3263.438,1,23,5,7,23,7,3263.438,3609.139816,-345.7018162
3475.718,1,23,5,8,23,7,3475.718,3799.954661,-324.2366613
3726.366,1,23,5,9,24,9,3726.366,3901.889665,-175.5236653
3958.485,1,23,5,10,25,12,3958.485,3820.357866,138.1271337
4086.151,1,23,5,11,25,13,4086.151,3810.698203,275.4527971
4174.473,1,23,5,12,27,17,4174.473,3778.758387,395.7146127
4195.426,1,23,5,13,28,17,4195.426,3778.013721,417.4122793
4165.021,1,23,5,14,28,18,4165.021,3782.119186,382.9018141
4117.595,1,23,5,15,27,17,4117.595,3782.119186,335.4758141
4107.723,1,23,5,16,27,17,4107.723,3779.350341,328.3726587
4232.887,1,23,5,17,27,15,4232.887,3928.478496,304.4085036
4481.623,1,23,5,18,24,19,4481.623,4109.985395,371.6376052
4429.231,1,23,5,19,23,18,4429.231,4116.165456,313.0655437
4261.636,1,23,5,20,22,18,4261.636,4127.13889,134.4971105
4080.701,1,23,5,21,22,18,4080.701,3994.913837,85.78716298
