3021.723,1,7,3,2,22,10,3021.723,3205.564877,-183.8418774
2991.558,1,7,3,3,18,10,2991.558,3177.153122,-185.5951221
3007.466,1,7,3,4,18,10,3007.466,3177.153122,-169.6871221
3111.475,1,7,3,5,17,9,3111.475,3264.485656,-153.0106559
3392.997,1,7,3,6,16,8,3392.997,3664.913142,-271.9161424
3889.8,1,7,3,7,17,9,3889.8,4058.190781,-168.3907808
4146.746,1,7,3,8,16,9,4146.746,4298.993061,-152.2470613
4106.177,1,7,3,9,15,9,4106.177,4340.805827,-234.6288275
4012.683,1,7,3,10,23,12,4012.683,4139.828606,-127.1456064
3926.415,1,7,3,11,27,12,3926.415,4112.923149,-186.5081494
3854.048,1,7,3,12,30,12,3854.048,4006.945806,-152.8978065
3767.211,1,7,3,13,31,13,3767.211,3931.053676,-163.8426763
3752.935,1,7,3,14,35,11,3752.935,3878.11177,-125.17677
3699.374,1,7,3,15,37,12,3699.374,3837.071224,-137.6972238
3712.79,1,7,3,16,40,10,3712.79,3826.795797,-114.0057968
3944.029,1,7,3,17,38,11,3944.029,4018.318388,-74.28938827
4311.919,1,7,3,18,35,10,4311.919,4263.145956,48.77304421
4354.674,1,7,3,19,26,11,4354.674,4400.331836,-45.65783642
4281.15,1,7,3,20,27,12,4281.15,4356.886326,-75.73632608
4150.781,1,7,3,21,23,13,4150.781,4339.261547,-188.4805473
3902.139,1,7,3,22,21,12,3902.139,4058.350447,-156.2114472
3565.663,1,7,3,23,22,12,3565.663,3685.993835,-120.3308351
3260.905,1,7,3,24,19,12,3260.905,3359.261762,-98.35676219
3069.343,1,8,4,1,20,12,3069.343,3100.71703,-31.37402977
2973.919,1,8,4,2,20,11,2973.919,2992.030241,-18.11124136
2928.791,1,8,4,3,19,11,2928.791,3018.53528,-89.74428005
2937.115,1,8,4,4,20,12,2937.115,2993.356775,-56.24177453
3030.319,1,8,4,5,19,11,3030.319,3123.417933,-93.09893267
3291.634,1,8,4,6,20,12,3291.634,3332.727495,-41.09349475
3766.313,1,8,4,7,20,13,3766.313,3913.469555,-147.1565554
4014.088,1,8,4,8,20,14,4014.088,4092.965701,-78.87770056
3995.465,1,8,4,9,22,15,3995.465,4092.928071,-97.46307081
3920.378,1,8,4,10,28,18,3920.378,4021.541459,-101.163459
3877.112,1,8,4,11,34,21,3877.112,3958.056632,-80.94463171
3807.284,1,8,4,12,37,23,3807.284,3846.840498,-39.55649809
3733.425,1,8,4,13,40,25,3733.425,3736.642713,-3.217712675
3722.059,1,8,4,14,40,25,3722.059,3744.849647,-22.7906469
3701.228,1,8,4,15,40,25,3701.228,3716.11401,-14.88600983
3713.338,1,8,4,16,39,25,3713.338,3749.574474,-36.236474
3925.825,1,8,4,17,38,25,3925.825,3936.344158,-10.5191581
4161.645,1,8,4,18,37,26,4161.645,4172.949328,-11.30432805
4114.31,1,8,4,19,37,27,4114.31,4142.71785,-28.40785035
3979.794,1,8,4,20,36,28,3979.794,4163.021979,-183.2279794
3830.51,1,8,4,21,36,28,3830.51,4045.907283,-215.3972832
3611.266,1,8,4,22,36,29,3611.266,3848.906184,-237.6401842
3338.34,1,8,4,23,36,29,3338.34,3559.565643,-221.2256426
3050.582,1,8,4,24,35,28,3050.582,3169.002552,-118.420552
2824.792,1,9,5,1,35,28,2824.792,2845.122514,-20.3305141
2688.56,1,9,5,2,36,29,2688.56,2814.735578,-126.1755784
2620.186,1,9,5,3,36,30,2620.186,2754.112,-133.9260005
2588.866,1,9,5,4,36,30,2588.866,2740.381973,-151.5159735
2610.51,1,9,5,5,35,30,2610.51,2766.958022,-156.4480222
2711.992,1,9,5,6,35,30,2711.992,2881.623833,-169.6318326
2891.371,1,9,5,7,35,30,2891.371,3287.957526,-396.5865259
3084.287,1,9,5,8,35,30,3084.287,3507.688882,-423.4018818
3291.708,1,9,5,9,35,31,3291.708,3569.587413,-277.8794131
3451.386,1,9,5,10,37,32,3451.386,3589.731738,-138.3457376
3515.041,1,9,5,11,38,32,3515.041,3569.858952,-54.81795162
3496.014,1,9,5,12,43,34,3496.014,3447.848912,48.16508755
3447.71,1,9,5,13,44,34,3447.71,3395.870352,51.83964795
3394.468,1,9,5,14,45,33,3394.468,3395.870352,-1.402352046
3323.181,1,9,5,15,46,33,3323.181,3360.208214,-37.02721441
3329.695,1,9,5,16,46,33,3329.695,3364.843678,-35.14867821
3521.807,1,9,5,17,45,33,3521.807,3611.911399,-90.10439881
3784.317,1,9,5,18,43,33,3784.317,3721.067692,63.24930789
3744.532,1,9,5,19,43,33,3744.532,3661.055466,83.47653405
3624.226,1,9,5,20,42,33,3624.226,3681.995581,-57.76958094
3504.359,1,9,5,21,41,33,3504.359,3633.362924,-129.0039245
3335.93,1,9,5,22,39,33,3335.93,3478.378149,-142.4481495
3119.931,1,9,5,23,38,33,3119.931,3273.859839,-153.9288393
2886.937,1,9,5,24,38,34,2886.937,2934.806578,-47.86957839
2682.509,1,10,6,1,38,34,2682.509,2765.959588,-83.45058834
2550.074,1,10,6,2,38,34,2550.074,2672.615964,-122.541964
2471.231,1,10,6,3,38,35,2471.231,2570.903422,-99.67242194
2439.535,1,10,6,4,38,35,2439.535,2483.993651,-44.45865112
2449.494,1,10,6,5,38,35,2449.494,2573.694357,-124.2003567
2509.518,1,10,6,6,39,36,2509.518,2629.139738,-119.6217383
2627.034,1,10,6,7,39,37,2627.034,2753.308758,-126.2747579
2790.983,1,10,6,8,40,38,2790.983,2917.505773,-126.5227727
3017.789,1,10,6,9,40,38,3017.789,3045.66024,-27.87123992
3247.006,1,10,6,10,44,42,3247.006,3191.508132,55.49786776
3372.385,1,10,6,11,50,47,3372.385,3275.564498,96.82050231
3436.275,1,10,6,12,52,50,3436.275,3290.0562,146.2188001
3469.046,1,10,6,13,51,50,3469.046,3221.530243,247.5157569
3436.38,1,10,6,14,52,51,3436.38,3205.08374,231.2962603
3405.916,1,10,6,15,58,56,3405.916,3153.338175,252.5778245
3397.631,1,10,6,16,59,57,3397.631,3166.918837,230.7121634
3578.101,1,10,6,17,58,57,3578.101,3422.055124,156.0458758
3771.167,1,10,6,18,59,56,3771.167,3667.004807,104.1621931
3717.047,1,10,6,19,55,49,3717.047,3594.347761,122.6992392
3597.37,1,10,6,20,51,48,3597.37,3474.957197,122.4128027
3444.631,1,10,6,21,50,46,3444.631,3435.309167,9.321832752
3218.761,1,10,6,22,49,45,3218.761,3301.596541,-82.8355415
2954.199,1,10,6,23,48,40,2954.199,3062.479089,-108.2800888
2707.28,1,10,6,24,46,36,2707.28,2882.342577,-175.0625768
2545.179,1,11,0,1,42,34,2545.179,2662.524924,-117.3459241
2473.829,1,11,0,2,41,30,2473.829,2535.415673,-61.58667321
2446.839,1,11,0,3,39,27,2446.839,2496.930166,-50.09116647
2485.162,1,11,0,4,38,24,2485.162,2501.796459,-16.63445906
2605.556,1,11,0,5,35,18,2605.556,2551.266176,54.28982355
2925.865,1,11,0,6,34,15,2925.865,2839.929809,85.93519093
3452.465,1,11,0,7,31,11,3452.465,3257.168382,195.2966176
3735.112,1,11,0,8,29,11,3735.112,3516.940587,218.1714129
3760.133,1,11,0,9,31,14,3760.133,3684.582353,75.55064706
3730.675,1,11,0,10,32,9,3730.675,3910.558816,-179.8838162
3733.988,1,11,0,11,32,8,3733.988,3952.794276,-218.8062759
3714.808,1,11,0,12,32,9,3714.808,3976.03153,-261.2235298
3677.804,1,11,0,13,34,11,3677.804,3971.739078,-293.9350775
3680.529,1,11,0,14,34,8,3680.529,3965.362916,-284.833916
3678.998,1,11,0,15,35,6,3678.998,3901.927558,-222.9295582
3731.97,1,11,0,16,32,7,3731.97,3935.415684,-203.4456838
3972.287,1,11,0,17,31,7,3972.287,4027.970606,-55.68360586
4373.106,1,11,0,18,28,7,4373.106,4223.594049,149.5119513
4419.222,1,11,0,19,27,7,4419.222,4199.11338,220.1086196
4325.189,1,11,0,20,25,7,4325.189,4097.400121,227.7888792
4176.646,1,11,0,21,24,6,4176.646,4070.877444,105.7685565
3914.479,1,11,0,22,23,6,3914.479,3864.397556,50.08144406
3580.856,1,11,0,23,23,5,3580.856,3423.533069,157.3229313
3280.821,1,11,0,24,21,9,3280.821,3137.303651,143.5173488
3091.96,1,12,1,1,19,10,3091.96,2890.874834,201.0851659
2993.636,1,12,1,2,20,9,2993.636,2815.959649,177.6763514
2954.197,1,12,1,3,18,9,2954.197,2868.78208,85.4149198
2961.817,1,12,1,4,19,11,2961.817,2801.719989,160.0970112
3063.467,1,12,1,5,18,11,3063.467,2949.980518,113.4864823
3353.009,1,12,1,6,18,11,3353.009,3318.37207,34.63692978
3846.022,1,12,1,7,16,11,3846.022,3811.849958,34.17204208
4102.477,1,12,1,8,19,11,4102.477,3956.762126,145.7148738
4065.975,1,12,1,9,20,12,4065.975,3984.391349,81.58365053
3995.096,1,12,1,10,23,12,3995.096,3924.136244,70.95975603
3960.949,1,12,1,11,27,10,3960.949,3935.118396,25.83060397
3925.533,1,12,1,12,29,11,3925.533,3907.601454,17.93154565
3873.963,1,12,1,13,32,13,3873.963,3821.505485,52.45751531
3869.986,1,12,1,14,33,14,3869.986,3827.307291,42.67870896
3876.143,1,12,1,15,36,17,3876.143,3793.999221,82.14377919
3921.568,1,12,1,16,37,20,3921.568,3758.203905,163.3640948
4131.576,1,12,1,17,36,26,4131.576,3965.335072,166.2409281
4403.456,1,12,1,18,32,31,4403.456,4285.208877,118.2471226
4392.327,1,12,1,19,32,31,4392.327,4299.483854,92.84314593
4253.85,1,12,1,20,31,31,4253.85,4271.868025,-18.01802472
4086.408,1,12,1,21,30,29,4086.408,4177.692165,-91.28416479
3798.65,1,12,1,22,30,28,3798.65,3935.90769,-137.2576903
3462.938,1,12,1,23,30,26,3462.938,3638.897131,-175.9591313
3172.356,1,12,1,24,28,25,3172.356,3316.50793,-144.1519299
3009.565,1,13,2,1,29,24,3009.565,3011.476462,-1.911462021
2937.994,1,13,2,2,26,16,2937.994,2950.3531,-12.35909973
2913.383,1,13,2,3,25,13,2913.383,2937.019995,-23.63699503
2941.663,1,13,2,4,23,11,2941.663,2982.358526,-40.69552564
3050.818,1,13,2,5,22,10,3050.818,3118.040041,-67.22204075
3342.054,1,13,2,6,21,10,3342.054,3456.609138,-114.5551383
3845.875,1,13,2,7,24,9,3845.875,3874.236975,-28.36197524
4115.974,1,13,2,8,24,8,4115.974,4002.439471,113.5345288
4125.191,1,13,2,9,23,9,4125.191,4048.851102,76.33989751
4085.025,1,13,2,10,24,8,4085.025,4026.813696,58.21130374
4079.814,1,13,2,11,25,7,4079.814,4041.863018,37.95098225
4056.546,1,13,2,12,25,6,4056.546,4056.832236,-0.286236361
4004.804,1,13,2,13,26,7,4004.804,3976.118936,28.68506386
3985.272,1,13,2,14,27,9,3985.272,3976.118936,9.153063857
3959.137,1,13,2,15,27,8,3959.137,3976.118936,-16.98193614
3989.273,1,13,2,16,26,10,3989.273,4045.577707,-56.30470738
4209.822,1,13,2,17,24,9,4209.822,4179.089115,30.73288464
4583.894,1,13,2,18,22,8,4583.894,4406.711221,177.1827792
4604.507,1,13,2,19,20,8,4604.507,4425.088563,179.418437
4505.085,1,13,2,20,20,6,4505.085,4375.181459,129.9035413
4355.582,1,13,2,21,16,6,4355.582,4358.752449,-3.170449189
4075.296,1,13,2,22,18,6,4075.296,4036.54268,38.75331968
3720.486,1,13,2,23,19,7,3720.486,3623.565574,96.92042624
3399.504,1,13,2,24,19,8,3399.504,3279.112292,120.3917081
3203.862,1,14,3,1,18,8,3203.862,3102.482971,101.3790287
3102.492,1,14,3,2,17,9,3102.492,3085.677496,16.81450421
3058.739,1,14,3,3,19,8,3058.739,3019.068884,39.67011594
3066.574,1,14,3,4,18,7,3066.574,3089.248006,-22.67400576
3153.578,1,14,3,5,19,7,3153.578,3136.32152,17.25647985
3423.013,1,14,3,6,20,7,3423.013,3374.729204,48.28379563
3908.77,1,14,3,7,20,7,3908.77,3895.217825,13.55217496
4189.118,1,14,3,8,20,8,4189.118,4093.841305,95.27669471
4188.497,1,14,3,9,20,9,4188.497,4133.747009,54.74999125
4157.563,1,14,3,10,20,11,4157.563,4138.913848,18.64915183
4106.221,1,14,3,11,23,12,4106.221,4099.168071,7.052928747
4017.183,1,14,3,12,25,12,4017.183,4085.593057,-68.41005743
3930.541,1,14,3,13,28,11,3930.541,4031.305864,-100.7648643
