,Real,PointPre,Quant0.05,Quant0.15,Quant0.25,Quant0.35,Quant0.45,Quant0.55,Quant0.65,Quant0.75,Quant0.85,Quant0.95
0,3021.723,3205.5648774262063,2989.3522806834344,3091.641341108694,3152.6655948165594,3171.617917911932,3190.2598852460897,3215.8441028870907,3219.329327940646,3242.589698675231,3268.399284814318,3345.7690263241343
1,2991.558,3177.15312207287,2983.1471127144637,3059.3735996704104,3135.916523937691,3132.2497356927165,3152.1043831819306,3177.748228326435,3193.3746038745717,3209.6327409006076,3241.3167954683236,3318.3341616523676
2,3007.466,3177.15312207287,2980.9124698769087,3056.201200535463,3135.916523937691,3125.636275151155,3145.455587703371,3177.748228326435,3193.3746038745717,3209.6327409006076,3241.3167954683236,3318.3341616523676
3,3111.475,3264.4856559073464,3061.794612971363,3152.212839486025,3228.478534438706,3235.1076864857205,3240.960252799197,3267.388019249695,3266.1931637464854,3297.834276208319,3328.6493293028,3414.673400715317
4,3392.9970000000003,3664.9131423745275,3396.409360198134,3480.6331424841314,3545.1391830766474,3529.6323175682724,3572.8785883470073,3608.0050064144207,3647.8893352264354,3677.1781753606756,3717.862327213322,3801.4437814831444
5,3889.8,4058.1907807919297,3717.7773632223084,3827.2708059470324,3840.8239785911833,3910.643727512607,3960.4249819329057,4013.842062244534,4044.0579042404943,4096.24168285743,4142.895876387748,4200.45691070222
6,4146.746,4298.993061312868,3965.848505291333,4024.210304345254,4141.374949592568,4182.665353530973,4183.167612506768,4277.7284386833935,4297.535629291276,4361.532270287431,4389.799863998293,4441.30744436031
7,4106.177,4340.80582748183,4047.8583172150807,4165.321446235954,4236.794560862089,4256.518946386405,4306.776825048694,4333.097484727478,4345.568340147164,4377.492796089647,4425.121477057958,4518.487842915645
8,4012.683,4139.8286064326385,3876.2589101428634,3972.942279510875,4013.969247698494,4084.3077087967426,4105.799603999502,4141.807855338519,4157.8569697561525,4200.694972268309,4236.071235548262,4317.510621866453
9,3926.415,4112.9231493873585,3858.7187808982817,3952.814423019779,4012.589166436679,4054.2704963981605,4069.8667815613194,4097.104746451475,4129.414979214415,4166.089196746817,4213.2575139024875,4290.605164821173
